image_path,site_id,task_label,v1_label,v2_label,split,is_valid
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE LOCO MOCO DRIVE IN/9574c2f8-31b5-491e-a1bb-53b2192d1c4f.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/5c449973-0f57-467a-8bc5-5eed5634d57f.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/76e54c13-5691-4a26-a8f0-2f518ce2f297.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/182337ea-d4af-41fc-98dc-280133e683b8.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/16137ed0-24b4-45bf-bdb7-afb5269f8fe1.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/851f1974-de86-4322-bf5f-f0a32653ed1f.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/26f2a8ea-6d94-49ac-b6b5-f55d6ad5b251.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/ffa18b59-fb5a-4b87-8b52-942939d41e62.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE DINING AREA/e93aa24c-62f6-4441-a0b3-9eed6e986d3a.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/cf527fb7-1748-499d-b9ab-c39762208065.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/45e09bdd-2975-4ad3-892a-12ada7055ab6.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/f44debd9-c037-4547-bbc7-4b9188887989.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/9176e6fa-580b-4070-96ad-82dc123989d1.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/bc3fab1e-9fcf-4bf8-a660-67dfe780bc8c.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE AT&T/d2f3e2da-b288-4f79-ac64-3e1c67a88c53.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/c277ffac-dcf8-4a83-b8ac-665d0ae4348e.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/24c97e30-aeb5-4350-b47c-d93cc51a8cfe.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/43f232ff-6f13-4a0d-a081-f017bbfe7924.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/ffb30354-a9e4-4ebb-b81a-d38f21dce5cb.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/6e2adb40-5464-4f46-baf0-1712be088c0a.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE GNC/24394f33-897a-42ac-b6d1-67687778a06c.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE MOO JIGAE/0b7e9541-e367-44c2-a645-b3b5d4c88b3e.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE MOO JIGAE/4f30fd94-0f8b-4835-8ecc-56e39db22714.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE TRASH ENCLOSURE/5b7c2d32-d933-4b48-b773-679bff372a1a.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE TRASH ENCLOSURE/27fc1dc2-bb68-48a1-aae3-7f6b011596d0.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/b633718e-b668-405d-8d64-e65095f16a18.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/2fb84394-f3ac-452f-bfe7-915fcfb025fd.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/5a964b8b-7834-475f-b26e-c1dbc28c1954.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/d158399b-e939-40fa-82c1-dde53cd189c5.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/7372c665-094c-4964-8e4d-5f31d2db6d94.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/c5a85c09-4cf3-4de6-8380-56d86f58ad3a.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/f4883797-a053-4a4b-9487-5881e14c2650.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE CHRONIC TACOS/91461f46-a3df-4b1c-a7e2-b7c743b9dfda.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE MAUKA ENTRANCE/6b5703a7-625b-4f62-8699-7996e844df01.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE MAUKA ENTRANCE/699cfe74-946b-4b63-add5-8651332c95d4.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE TIMMY T'S/0f45313f-b0d9-41ae-a755-5126323049b1.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE TIMMY T'S/bf6ef8af-3a89-4f36-807b-b9ea58b03a9f.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE TIMMY T'S/8e1702ba-1868-4989-8cc6-f0b1cdf6c884.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE SUPERCUTS/c82c752b-fa3f-4efb-b456-0c82518b0e34.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE PRESSURE WASHING/DONE SUPERCUTS/3c15f196-c5c7-4f79-9074-792e5a382a77.jpeg,Safeway,Pressure Washing,Other,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/ac653a87-b99b-40f9-ba93-400437480710.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/8c223cc7-871b-49e3-9263-76a74e11c173.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/a43106f5-5c8e-47ac-9515-87b0e971cd3f.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/0aba4ce6-8e6b-418d-bd3d-604aad7ddbb1.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/8feb4f79-8b1e-4d35-9947-d6da205e98b1.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/6a2b36a1-cd39-4519-9483-a6380909e879.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/d8768623-5932-4eb8-a1b7-8636c0d3d0df.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/467293e6-703a-4154-a118-d17a0c5a6ea2.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/243341af-e9df-45f0-be6f-fa3c182d747c.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/00bbcd16-dfcb-44b0-8834-f322f0f77c1b.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/47de7827-d0c8-4601-b7dc-c67a229ee8f5.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/ec0dccc0-322b-4a21-b8c5-f29f9eb2efa8.jpeg,Safeway,Graffiti/Stickers,After,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/a0f4b91a-a619-424b-b44c-67ee0fd94960.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE GRAFFITI REMOVED/da84da69-c93e-4119-bd51-dba377a72300.jpeg,Safeway,Graffiti/Stickers,Before,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/ddd6ca18-203f-40f4-a60f-83fb02f49a13.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/3bcd20c1-5e5f-4eb8-b60a-e3b18b92dee0.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/071c5f72-1005-4c21-bf27-b49df3270532.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/21995b46-3054-4879-a1ef-14c76e572c50.jpeg,Safeway,General Cleaning,Before,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/9d15dd41-db29-49d4-afdb-a14a95a4e7a2.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway August/DONE CLEANED BIRD DROPPINGS/aa3c19f8-aa21-4935-8d92-a8e18aa4b70c.jpeg,Safeway,General Cleaning,After,After,test,True
data/original/Safeway/Safeway August/LOG/7d20d4e5-2bfa-415b-9ae0-756300afa0cc.jpeg,Safeway,General Cleaning,Other,Unlabeled,test,True
data/original/Safeway/Safeway August/LOG/fd9eee7b-2752-4b4d-837f-967bc66a9850.jpeg,Safeway,General Cleaning,Other,Unlabeled,test,True
data/original/Safeway/Safeway August/LOG/0f95a94b-b7d3-4b94-9b46-db36b953bd24.jpeg,Safeway,General Cleaning,Other,Unlabeled,test,True
data/original/Safeway/Safeway August/LOG/e10d2db9-4717-4512-8ac7-b2cc970d2b96.jpeg,Safeway,General Cleaning,Other,Unlabeled,test,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/ddf358c8-bb61-4548-80d2-6f842375e37b.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/bfcfed8e-cb7d-4ea5-ae77-a4d7035c9baf.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/e3213221-aa8c-4b51-a35e-c8ee7d3f7607.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/1819b888-e6ab-4713-afc3-00d607deb287.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/e1e05f2a-42cf-45ca-8fb0-f6354ec64845.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/3eaee05d-a2cb-40e9-81b4-8186a512aeae.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/b8e1e62c-9e2d-4993-b284-e0f3c38abaa1.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/fd979335-5c1a-4ddf-9c3e-a9b5f07b3486.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/4a5ed447-60d0-4bf4-82e3-679cc9db88fe.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/75cc26d2-ddcb-47da-9665-d51e88a8ee88.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/560edaa1-d244-4533-99d7-3b5e81d38299.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/fbca5f97-00f4-4475-93c8-1599b6ecd638.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE LEAVES BLOWN/bf4fe82d-1ba2-41cf-8ef0-5ace9dc9dd41.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE RESTROOM CLEANED/25bff517-bd51-4ab3-a17e-621167667574.jpeg,Manoa,Restroom,After,After,val,True
data/original/Manoa/Manoa September/DONE RESTROOM CLEANED/cac13add-9b45-4291-b87b-ec9aec836350.jpeg,Manoa,Restroom,After,After,val,True
data/original/Manoa/Manoa September/DONE RESTROOM CLEANED/05e30702-2eda-422b-b4d2-05f6c7059d64.jpeg,Manoa,Restroom,After,After,val,True
data/original/Manoa/Manoa September/DONE RESTROOM CLEANED/575bd3f1-bfb9-48b9-805e-214898f5289b.jpeg,Manoa,Restroom,After,After,val,True
data/original/Manoa/Manoa September/DONE RESTROOM CLEANED/e809536d-40b7-4840-8231-31b2fd599e9b.jpeg,Manoa,Restroom,After,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/cfef3043-feca-4198-925b-5e0af696d880.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/80613728-ecc8-4f34-b5dc-bd9a849c8a83.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/7c6b9906-1a4c-4a2d-81b7-a03c9e5de52f.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/9bac8831-725a-4bf3-9f83-02386924e912.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/bed61cd9-246d-46ce-8d31-d2ce091802f1.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/e706cdea-c915-4f34-a6e6-378673770ffe.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done HANG UP AWARENESS SIGNAGE/a486cc6b-8e34-4075-a012-e4a3d0931cf7.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/1 (3).jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/1 (1).jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/43d81082-74d8-4ffb-8b47-948a61d1d336.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/ad6575d8-2c17-47ad-8a6f-610b434f6635.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/1 (2).jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/fd3129ac-c84d-4820-8bed-cbcd80028165.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/88aec870-061e-46da-990a-bbd7afe0a81a.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/e6bbcf80-adc0-44b1-9e14-a345b7265f30.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/1 (4).jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/48242909-5c4a-4c10-9a19-e02ac0d30d43.jpeg,Manoa,General Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/5f558b8a-3314-4484-b2a4-a3d026a5d536.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/f3f0bdf1-9737-4568-bae2-55c9a4f63284.jpeg,Manoa,General Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE CLEANED PARKING LOT/a50029b1-0544-4703-87dd-62e32bc979cc.jpeg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/30d4f4ab-04a0-43cf-9b26-cbb3c01c1b42.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/73141601-d69c-4869-984e-031d95d6d240.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/f2c80426-c370-41a6-b8ed-6a5069593969.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/f6c40daf-337d-4d02-a644-368077836fc7.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/6f5c6ade-702c-43e0-b4dd-738eb7de2733.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/3c7ecfd3-e67a-472b-99b1-89554bb935a9.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/f5e059cf-5026-439a-ac7d-e99076d87cd0.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/7f13373e-c0be-4e01-bbc7-f30275bba57a.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/eafbeacf-dae4-4ed1-bfe5-0863a3aba7fc.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/737c4775-7a2b-4bb1-95a9-b3b6e581e1cc.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/39b3a88e-69d0-4049-9fa5-a1d6e63a6811.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/5cbc0398-cd1a-4ef1-bf0c-2623a4509070.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/13619235-0b59-46b6-a3e7-664d18ffc091.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/fa973ee0-5c7d-4fd7-9b77-0b30f1e2393d.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/cf180c22-4692-448b-995b-86b5e6c29324.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/4ee4c363-7777-4808-8802-98ff38897654.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/8c3c51b0-a58d-4771-bda1-343502c54512.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/a35bdf46-b012-482a-b947-a74867093291.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/2c4e7717-284c-45ed-9c9a-1852fe783f1e.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/e5fbe9b6-57b7-4d74-91c5-01c88c5da1b7.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/c33f08e2-da3b-429f-aff6-87204ef2a760.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/62d4ca09-ac19-4bd6-8c7f-3e2cf5a6d11c.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/a0921e00-4fd5-451c-b155-275a39ea47d3.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/ebaf620e-a21b-4e0b-a802-2899629d495c.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/651b3c16-fe82-4ee8-9784-16662feaf749.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/bcb26711-693d-4f95-bc2e-3b49a69d31a7.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/done PRESSURE WASHING/03e596b7-f890-45cb-993e-2d1d2e5a6b0b.jpeg,Manoa,Pressure Washing,Other,After,val,True
data/original/Manoa/Manoa September/LOG/b45d0f4f-5ed7-4bb3-9f04-8c4fa628968a.jpeg,Manoa,General Cleaning,Other,Unlabeled,val,True
data/original/Manoa/Manoa September/LOG/a7518379-a1a3-4dbd-933f-37c2d0407fa8.jpeg,Manoa,General Cleaning,Other,Unlabeled,val,True
data/original/Manoa/Manoa September/DONE ROOF GUTTERS CLEANED BY LONGS/404d9fc6-2d05-4609-9167-081ef43a0111.jpeg,Manoa,Roof Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE ROOF GUTTERS CLEANED BY LONGS/a2333b92-ee4d-49a1-89d4-7923502940d6.jpeg,Manoa,Roof Cleaning,After,After,val,True
data/original/Manoa/Manoa September/DONE ROOF GUTTERS CLEANED BY LONGS/e0de4c8f-98b2-46ab-85cb-e3a73702076d.jpeg,Manoa,Roof Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE ROOF GUTTERS CLEANED BY LONGS/a9bf5057-c7b4-4e9b-b70b-2dfbadac78f6.jpeg,Manoa,Roof Cleaning,Before,After,val,True
data/original/Manoa/Manoa September/DONE VETERINARY GUTTERS CLEANED/c8e8d81c-a9bc-4376-a32a-30a3e2744bc1.jpeg,Manoa,Gutters,After,After,val,True
data/original/Manoa/Manoa September/DONE VETERINARY GUTTERS CLEANED/339840bb-668f-4fd1-8894-facb46efbbbc.jpeg,Manoa,Gutters,Before,After,val,True
data/original/Manoa/Manoa September/DONE HALLWAY FLOOR MOPPED/c07d182d-a46b-4e60-9c86-6eaadc84ce66.jpeg,Manoa,Floor/Carpet,After,After,val,True
data/original/Manoa/Manoa September/DONE HALLWAY FLOOR MOPPED/9deac307-b829-4542-a637-2794bcbc5686.jpeg,Manoa,Floor/Carpet,After,After,val,True
data/original/Manoa/Manoa September/DONE TRASH ENCLOSURE/26452a11-fd0c-4b11-b30c-8bcdfd2d8dca.jpeg,Manoa,Trash Removal,Before,After,val,True
data/original/Manoa/Manoa September/DONE TRASH ENCLOSURE/24cfd0ae-e4b5-411d-9d9b-c3868dcdc565.jpeg,Manoa,Trash Removal,Before,After,val,True
data/original/Manoa/Manoa September/DONE TRASH ENCLOSURE/20893399-b3a8-41c4-bc2b-73cd57512451.jpeg,Manoa,Trash Removal,Before,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/d5698df9-1970-4c3c-84bd-541372dc04c4.jpeg,Manoa,General Cleaning,Other,Unlabeled,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/de242662-9864-49ba-8de7-2fc02d3eaca8.jpeg,Manoa,General Cleaning,Before,Unlabeled,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/e7437eeb-7721-486a-8091-1742683447ca.jpeg,Manoa,General Cleaning,Before,Unlabeled,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE FIX UMBRELLA SCREWS/WhatsApp Image 2025-04-23 at 02.26.40_60f314c1.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE FIX UMBRELLA SCREWS/FIX UMBRELLA SCREWS.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.41_3b1d0bad.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.40_4018822f.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.41_ba8042f6.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.41_359506dd.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.41_1448ed12.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.40_4d2704d6.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE EVENT SET UP/WhatsApp Image 2025-04-12 at 10.29.40_4d41b47c.jpg,Manoa,General Cleaning,Other,After,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE VACANT UNIT CLEANING/BEFORE/WhatsApp Image 2025-04-14 at 15.10.17_bcf88200.jpg,Manoa,Vacant Unit,Before,Before,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE VACANT UNIT CLEANING/BEFORE/WhatsApp Image 2025-04-14 at 15.19.27_f85306c6.jpg,Manoa,Vacant Unit,Before,Before,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE VACANT UNIT CLEANING/BEFORE/WhatsApp Image 2025-04-14 at 15.10.17_176dea19.jpg,Manoa,Vacant Unit,Before,Before,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE VACANT UNIT CLEANING/BEFORE/WhatsApp Image 2025-04-14 at 15.17.10_12be2966.jpg,Manoa,Vacant Unit,Before,Before,val,True
data/original/Manoa/Manoa April/MANOA APRIL 2025/DONE VACANT UNIT CLEANING/BEFORE/WhatsApp Image 2025-04-14 at 15.10.17_7b975d5b.jpg,Manoa,Vacant Unit,Before,Before,val,True
